feature,coefficient,absolute_coefficient
noun_frequency,-11.899614069298888,11.899614069298888
entity_density,-9.766336564032432,9.766336564032432
genitive_count,0.03132820376653994,0.03132820376653994
honore_r,0.00016255691359206672,0.00016255691359206672
